"","V1","V2","V3","V4"
"1","CALAPOOIA","0.671106323257572","0.811369950819872","1.71088559414579"
"2","COAST","0.506935584776408","0.577258941377517","1.89706883831403"
"3","HUNTER","0.281051391676647","0.287237480851038","49.6966069653552"
"4","LOOK","0.154354753488122","0.154777199838105","-12.1695565988131"
"5","MOSBY","0.42884729451018","0.429942726583589","5.49327427773511"
"6","ROCK","0.249486473929187","0.249709897736952","21.1895762501112"
"7","THOMAS","0.746411577070246","0.878770318067737","1.80836550777456"
"8","WILEY","0.415112228143356","0.783199062303036","2.56591202657496"
