"","V1","V2","V3","V4"
"1","CALAPOOIA","0.671106323257572","0.811369950819872","1.71088559414579"
"2","COAST","0.50884016282357","0.580565452523442","1.89746792972941"
"3","HUNTER","0.281519167942166","0.287525265842258","73.4105519926127"
"4","LOOK","0.155711031268565","0.156115350425735","-12.4095389127836"
"5","MOSBY","0.430602438860929","0.431755105441735","5.37278760536584"
"6","ROCK","0.251490338533058","0.251700600488637","20.9571183665959"
"7","THOMAS","0.74603517824498","0.880491744498477","1.81361356758337"
"8","WILEY","0.415932830033039","0.784616148230906","2.56165239540332"
