"","V1","V2","V3","V4"
"1","CALAPOOIA","1.56175807246697","1.68505217717538","3.07069748000225"
"2","COAST","1.50175459022265","1.56712074031981","3.59946984066161"
"3","HUNTER","0.490983042247711","0.493060365565643","5.57762434171624"
"4","LOOK","0.339461107645066","0.33947704651882","4.04572857570255"
"5","MOSBY","1.05628317175573","1.06077826346769","2.86632049525114"
"6","ROCK","0.691187740349747","0.691195400859843","8.39648638768799"
"7","THOMAS","2.09860537299359","2.19565635011909","5.24085658032614"
"8","WILEY","1.34022756500522","2.3096940968551","-27.6600643886378"
