"","Sol.traitFec","Sol.traitzi_Fec","Sol.at.level.trait..1..RegionC","Sol.at.level.trait..1..RegionN","Sol.at.level.trait..1..Year1112","Sol.at.level.trait..1..Year1213","Sol.at.level.trait..1..z","Sol.at.level.trait..1..Year1112.z","Sol.at.level.trait..1..Year1213.z"
"1","-4.25951413947878","-4.3270866775885","-0.461259916967569","-0.976510996006719","0.399621623630056","0.316636639698589","1.19282886031349","-0.206857101590949","-0.0350142439565634"
"2","-3.55497815032604","-3.86146763172109","-0.318453990422121","-1.23854885786638","-0.26901442960499","0.172119890585401","1.07340576492192","-0.0602438015462329","-0.0367217776748246"
"3","-3.16140491206741","-5.19141536579823","-0.660392517992945","-0.656123178092984","0.791907464804823","-0.0404130701076511","1.03287888440093","-0.276986490120681","-0.00547434093198692"
"4","-3.08107865207454","-4.06738934595811","-0.67119353614151","-0.927942911179826","-0.352278974503625","0.191730143817527","1.0190373672168","-0.0487710264248144","-0.0700725214179396"
"5","-3.2417906691826","-4.28450480173742","-0.467284493256685","-0.956438079307631","-0.273000163681467","-0.769037650641472","1.0199793977762","-0.0689018674678503","0.162501493519544"
"6","-3.35749070909467","-4.34408953801475","-0.543697385235178","-0.719725770505548","-0.202297396979642","-0.0329698950299681","1.00548699817895","-0.0496130657526007","0.0267346338799082"
"7","-3.44222632994822","-3.59113941205785","-0.889299111748397","-0.217967667707315","-0.0105628511205492","-0.260754431967564","1.09503093146295","-0.0737682320198166","0.0594073637669703"
"8","-3.77234243264157","-3.94907851058147","-0.52391757524156","-0.492803954304045","0.291361895819077","0.247712377263138","1.12618120532516","-0.142383844383868","-0.0502451540132925"
"9","-3.07328774444292","-5.33198383382283","-0.753549720140251","-0.872931504618832","-0.196635147381679","-0.590624171413658","1.08248329871684","-0.11092203268184","0.0144568983967136"
"10","-3.04129928106324","-4.81997243558743","-0.751513621435543","-1.10070710465322","-0.246476714490122","0.0135429854600731","1.04189108066599","-0.151300472247453","-0.0845194205095372"
"11","-3.06102793572616","-4.41056222362973","-0.624642557064895","-0.977806849869718","-0.121848806521283","-0.630393552802868","1.09854469880553","-0.111698448294728","0.00251340622551839"
"12","-2.67187272035084","-4.77897807590713","-1.24124557088784","-1.17586397967124","0.271368998827249","-0.0366646242131302","1.04199241742411","-0.218409516618881","-0.0122002747137156"
"13","-3.44854590154239","-3.29608300802968","-0.396129909289117","-1.00495802188696","1.4193321313112","0.560923883269412","1.04692490661999","-0.400733313885829","-0.106633361665903"
"14","-4.25136901768457","-3.71960615698463","-0.266664623975574","-0.185718531753566","0.430647028282641","0.0801221444114076","1.13156695359818","-0.143436719881942","-0.00378568205062855"
"15","-2.93974919413493","-4.65730526143288","-0.641633988946479","-0.915182335991259","0.245523609370702","0.0187601198477161","0.978921828504901","-0.11702548154453","-0.016255619326226"
"16","-2.86778146113108","-3.95555289473122","-0.496817664047451","-0.478489411473531","-0.238882718498561","-0.724490699601974","0.946626354932358","-0.0289389695830022","0.104956006251359"
"17","-2.71682115593649","-4.65896976797579","-0.925500852738369","-1.35780024444213","0.173728027702904","0.182831104363346","1.02587820391356","-0.178793440713484","-0.0490374373141586"
"18","-2.54201950513223","-4.34947964053219","-0.681998616593752","-1.33020435499329","-0.130826891403241","-0.654949433908304","1.01487864615899","-0.124388136874536","0.0751325209808015"
"19","-2.53431040218709","-4.00107133572487","-0.674438087662911","-0.799480519807171","-0.2572293134855","-0.617384321717913","0.949709709185016","-0.0655166455267496","0.0829217709775615"
"20","-3.19944377796092","-4.36650502003244","-0.660670943227589","-0.902450147333932","-0.468371503722605","0.38329828705277","1.05347486794239","-0.035410859039863","-0.096184228284822"
"21","-3.24121602924939","-4.01435052402971","-0.502246299735568","-1.42184757939621","0.0357410108392999","0.446004784437765","1.07905237327015","-0.185693186349674","-0.150845026842051"
"22","-3.22074123026021","-3.22790117934648","-0.95888615588772","-0.922679669807147","-0.313084906324767","0.146684466549655","1.11846310178145","-0.0198911356225187","-0.0255542609371413"
"23","-3.1399394550401","-3.68948036159198","-0.491346833354567","-0.91831057335059","0.168805540057888","-0.0759070786296509","1.01134781672632","-0.110962161425385","0.0156404194165022"
