"ID","site","Uplot","surv0","surv1","surv2","surv3","surv4","surv_end15","start","size1","size2","size3","size4","size1_ln","size2_ln","size3_ln","size4_ln","pFlower2014","fec2014","pFlower2015","fec2015"
"tran_132","HUNTER","HUNTERP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_124","HUNTER","HUNTERP12",1,1,0,NA,NA,NA,NA,7.5,NA,NA,NA,2.14006616349627,NA,NA,NA,NA,NA,NA,NA
"tran_125","HUNTER","HUNTERP12",1,1,0,NA,NA,NA,NA,3,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA
"tran_192","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,60,97,NA,NA,4.11087386417331,4.58496747867057,NA,NA,0,NA,NA,NA
"tran_202","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,22,8,NA,NA,3.13549421592915,2.19722457733622,NA,NA,0,NA,NA,NA
"tran_207","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,23,29,NA,NA,3.17805383034795,3.40119738166216,NA,NA,1,1,NA,NA
"tran_195","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,51,14,NA,NA,3.95124371858143,2.70805020110221,NA,NA,0,NA,NA,NA
"tran_191","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,48,55,NA,NA,3.89182029811063,4.02535169073515,NA,NA,1,3,NA,NA
"tran_209","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,17,47,NA,NA,2.89037175789616,3.87120101090789,NA,NA,0,NA,NA,NA
"tran_190","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,44,67,NA,NA,3.80666248977032,4.21950770517611,NA,NA,0,NA,NA,NA
"tran_201","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,6,22,NA,NA,1.94591014905531,3.13549421592915,NA,NA,0,NA,NA,NA
"tran_198","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,40,55,NA,NA,3.71357206670431,4.02535169073515,NA,NA,0,NA,NA,NA
"tran_200","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,16,16,NA,NA,2.83321334405622,2.83321334405622,NA,NA,0,NA,NA,NA
"tran_193","HUNTER","HUNTERP13",1,1,1,1,1,1,NA,32,64,8,8,3.49650756146648,4.17438726989564,2.19722457733622,2.19722457733622,1,3,0,NA
"tran_194","HUNTER","HUNTERP13",1,1,1,1,1,1,NA,4,111,9,9,1.6094379124341,4.71849887129509,2.30258509299405,2.30258509299405,1,1,0,NA
"tran_205","HUNTER","HUNTERP13",1,1,1,1,1,1,NA,47,89,6,6,3.87120101090789,4.49980967033027,1.94591014905531,1.94591014905531,1,1,0,NA
"tran_196","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,22,38,NA,NA,3.13549421592915,3.66356164612965,NA,NA,0,NA,NA,NA
"tran_197","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,17,19,NA,NA,2.89037175789616,2.99573227355399,NA,NA,0,NA,NA,NA
"tran_203","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,13,11,NA,NA,2.63905732961526,2.484906649788,NA,NA,0,NA,NA,NA
"tran_204","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,19,5,NA,NA,2.99573227355399,1.79175946922805,NA,NA,0,NA,NA,NA
"tran_199","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,4,13,NA,NA,1.6094379124341,2.63905732961526,NA,NA,0,NA,NA,NA
"tran_208","HUNTER","HUNTERP13",1,1,1,0,NA,0,NA,51,87,NA,NA,3.95124371858143,4.47733681447821,NA,NA,1,1,NA,NA
"tran_206","HUNTER","HUNTERP13",1,1,1,1,1,1,NA,46,39,4,4,3.85014760171006,3.68887945411394,1.6094379124341,1.6094379124341,0,NA,0,NA
"tran_227","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,42,NA,NA,NA,3.76120011569356,NA,NA,NA,NA,NA,NA,NA
"tran_214","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_216","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,11,NA,NA,NA,2.484906649788,NA,NA,NA,NA,NA,NA,NA
"tran_212","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_218","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_226","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_228","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,50,NA,NA,NA,3.93182563272433,NA,NA,NA,NA,NA,NA,NA
"tran_224","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,36,NA,NA,NA,3.61091791264422,NA,NA,NA,NA,NA,NA,NA
"tran_211","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,29,NA,NA,NA,3.40119738166216,NA,NA,NA,NA,NA,NA,NA
"tran_213","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_222","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_215","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,23,NA,NA,NA,3.17805383034795,NA,NA,NA,NA,NA,NA,NA
"tran_223","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,26,NA,NA,NA,3.29583686600433,NA,NA,NA,NA,NA,NA,NA
"tran_217","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,32,NA,NA,NA,3.49650756146648,NA,NA,NA,NA,NA,NA,NA
"tran_219","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_220","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,19,NA,NA,NA,2.99573227355399,NA,NA,NA,NA,NA,NA,NA
"tran_221","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_225","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_210","HUNTER","HUNTERP13B",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_229","HUNTER","HUNTERP13B",1,1,0,NA,NA,NA,NA,27,NA,NA,NA,3.3322045101752,NA,NA,NA,NA,NA,NA,NA
"tran_936","LOOK","LOOKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_940","LOOK","LOOKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_934","LOOK","LOOKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_935","LOOK","LOOKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_937","LOOK","LOOKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_933","LOOK","LOOKP01",1,1,0,NA,NA,NA,NA,2,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,NA,NA
"tran_938","LOOK","LOOKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_939","LOOK","LOOKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_932","LOOK","LOOKP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_948","LOOK","LOOKP02",1,1,0,NA,NA,NA,NA,4,NA,NA,NA,1.6094379124341,NA,NA,NA,NA,NA,NA,NA
"tran_942","LOOK","LOOKP02",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_943","LOOK","LOOKP02",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_951","LOOK","LOOKP02",1,1,1,0,NA,0,NA,4,2,NA,NA,1.6094379124341,1.09861228866811,NA,NA,0,NA,NA,NA
"tran_949","LOOK","LOOKP02",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_941","LOOK","LOOKP02",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_946","LOOK","LOOKP02",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_947","LOOK","LOOKP02",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_945","LOOK","LOOKP02",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_950","LOOK","LOOKP02",1,1,1,0,NA,0,NA,1,3,NA,NA,0.693147180559945,1.38629436111989,NA,NA,0,NA,NA,NA
"tran_944","LOOK","LOOKP02",1,1,0,NA,NA,NA,NA,23,NA,NA,NA,3.17805383034795,NA,NA,NA,NA,NA,NA,NA
"tran_923","LOOK","LOOKP03",1,1,1,0,NA,0,NA,10,11,NA,NA,2.39789527279837,2.484906649788,NA,NA,0,NA,NA,NA
"tran_930","LOOK","LOOKP03",1,1,1,0,NA,0,NA,2,2,NA,NA,1.09861228866811,1.09861228866811,NA,NA,0,NA,NA,NA
"tran_924","LOOK","LOOKP03",1,1,0,NA,NA,NA,NA,12,NA,NA,NA,2.56494935746154,NA,NA,NA,NA,NA,NA,NA
"tran_925","LOOK","LOOKP03",1,1,1,0,NA,0,NA,20,33,NA,NA,3.04452243772342,3.52636052461616,NA,NA,0,NA,NA,NA
"tran_921","LOOK","LOOKP03",1,1,1,0,NA,0,NA,24,32,NA,NA,3.2188758248682,3.49650756146648,NA,NA,0,NA,NA,NA
"tran_922","LOOK","LOOKP03",1,1,1,0,NA,0,NA,25,49,NA,NA,3.25809653802148,3.91202300542815,NA,NA,0,NA,NA,NA
"tran_928","LOOK","LOOKP03",1,1,0,NA,NA,NA,NA,3,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA
"tran_929","LOOK","LOOKP03",1,1,1,0,NA,0,NA,1,3,NA,NA,0.693147180559945,1.38629436111989,NA,NA,0,NA,NA,NA
"tran_926","LOOK","LOOKP03",1,1,1,0,NA,0,NA,6,8,NA,NA,1.94591014905531,2.19722457733622,NA,NA,0,NA,NA,NA
"tran_927","LOOK","LOOKP03",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_931","LOOK","LOOKP03",1,1,1,0,NA,0,NA,18,23,NA,NA,2.94443897916644,3.17805383034795,NA,NA,0,NA,NA,NA
"tran_911","LOOK","LOOKP04",1,1,1,0,NA,0,NA,8,10,NA,NA,2.19722457733622,2.39789527279837,NA,NA,0,NA,NA,NA
"tran_915","LOOK","LOOKP04",1,1,1,0,NA,0,NA,3,8,NA,NA,1.38629436111989,2.19722457733622,NA,NA,0,NA,NA,NA
"tran_919","LOOK","LOOKP04",1,1,1,1,1,1,NA,11,32,4,24,2.484906649788,3.49650756146648,1.6094379124341,3.2188758248682,0,NA,0,NA
"tran_912","LOOK","LOOKP04",1,1,1,0,NA,0,NA,7,23,NA,NA,2.07944154167984,3.17805383034795,NA,NA,0,NA,NA,NA
"tran_910","LOOK","LOOKP04",1,1,1,0,NA,0,NA,5,8,NA,NA,1.79175946922805,2.19722457733622,NA,NA,0,NA,NA,NA
"tran_913","LOOK","LOOKP04",1,1,1,0,NA,0,NA,5,14,NA,NA,1.79175946922805,2.70805020110221,NA,NA,0,NA,NA,NA
"tran_914","LOOK","LOOKP04",1,1,1,0,NA,0,NA,4,6,NA,NA,1.6094379124341,1.94591014905531,NA,NA,0,NA,NA,NA
"tran_916","LOOK","LOOKP04",1,1,1,1,1,1,NA,33,86,3,6,3.52636052461616,4.46590811865458,1.38629436111989,1.94591014905531,0,NA,0,NA
"tran_917","LOOK","LOOKP04",1,1,1,0,NA,0,NA,6,16,NA,NA,1.94591014905531,2.83321334405622,NA,NA,0,NA,NA,NA
"tran_918","LOOK","LOOKP04",1,1,1,0,NA,0,NA,1,6,NA,NA,0.693147180559945,1.94591014905531,NA,NA,0,NA,NA,NA
"tran_920","LOOK","LOOKP04",1,1,1,0,NA,0,NA,2,8,NA,NA,1.09861228866811,2.19722457733622,NA,NA,0,NA,NA,NA
"tran_900","LOOK","LOOKP05",1,1,1,0,NA,0,NA,4,4,NA,NA,1.6094379124341,1.6094379124341,NA,NA,0,NA,NA,NA
"tran_907","LOOK","LOOKP05",1,1,1,0,NA,0,NA,1,18,NA,NA,0.693147180559945,2.94443897916644,NA,NA,0,NA,NA,NA
"tran_905","LOOK","LOOKP05",1,1,1,0,NA,0,NA,9,13,NA,NA,2.30258509299405,2.63905732961526,NA,NA,0,NA,NA,NA
"tran_902","LOOK","LOOKP05",1,1,1,0,NA,0,NA,5,12,NA,NA,1.79175946922805,2.56494935746154,NA,NA,0,NA,NA,NA
"tran_903","LOOK","LOOKP05",1,1,1,0,NA,0,NA,14,31,NA,NA,2.70805020110221,3.46573590279973,NA,NA,0,NA,NA,NA
"tran_901","LOOK","LOOKP05",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_906","LOOK","LOOKP05",1,1,1,0,NA,0,NA,5,24,NA,NA,1.79175946922805,3.2188758248682,NA,NA,0,NA,NA,NA
"tran_904","LOOK","LOOKP05",1,1,1,0,NA,0,NA,14,24,NA,NA,2.70805020110221,3.2188758248682,NA,NA,0,NA,NA,NA
"tran_899","LOOK","LOOKP05",1,1,1,0,NA,0,NA,6,10,NA,NA,1.94591014905531,2.39789527279837,NA,NA,0,NA,NA,NA
"tran_908","LOOK","LOOKP05",1,1,1,0,NA,0,NA,4,7,NA,NA,1.6094379124341,2.07944154167984,NA,NA,0,NA,NA,NA
"tran_909","LOOK","LOOKP05",1,1,1,0,NA,0,NA,7,9,NA,NA,2.07944154167984,2.30258509299405,NA,NA,0,NA,NA,NA
"tran_879","LOOK","LOOKP06",1,1,1,0,NA,0,NA,11,34,NA,NA,2.484906649788,3.55534806148941,NA,NA,0,NA,NA,NA
"tran_886","LOOK","LOOKP06",1,1,1,1,1,1,NA,16,16,7,9,2.83321334405622,2.83321334405622,2.07944154167984,2.30258509299405,0,NA,0,NA
"tran_882","LOOK","LOOKP06",1,1,1,0,NA,0,NA,12,29,NA,NA,2.56494935746154,3.40119738166216,NA,NA,0,NA,NA,NA
"tran_880","LOOK","LOOKP06",1,1,1,0,NA,0,NA,11,74,NA,NA,2.484906649788,4.31748811353631,NA,NA,0,NA,NA,NA
"tran_881","LOOK","LOOKP06",1,1,1,0,NA,0,NA,2,24,NA,NA,1.09861228866811,3.2188758248682,NA,NA,0,NA,NA,NA
"tran_884","LOOK","LOOKP06",1,1,1,0,NA,0,NA,37,119,NA,NA,3.63758615972639,4.78749174278205,NA,NA,0,NA,NA,NA
"tran_883","LOOK","LOOKP06",1,1,1,0,NA,0,NA,10,13,NA,NA,2.39789527279837,2.63905732961526,NA,NA,0,NA,NA,NA
"tran_888","LOOK","LOOKP06",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_887","LOOK","LOOKP06",1,1,1,1,1,1,NA,23,102,10,41,3.17805383034795,4.63472898822964,2.39789527279837,3.73766961828337,0,NA,0,NA
"tran_885","LOOK","LOOKP06",1,1,1,0,NA,0,NA,20,60,NA,NA,3.04452243772342,4.11087386417331,NA,NA,0,NA,NA,NA
"tran_893","LOOK","LOOKP07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_895","LOOK","LOOKP07",1,1,1,0,NA,0,NA,45,44,NA,NA,3.8286413964891,3.80666248977032,NA,NA,0,NA,NA,NA
"tran_889","LOOK","LOOKP07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_897","LOOK","LOOKP07",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_890","LOOK","LOOKP07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_891","LOOK","LOOKP07",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_892","LOOK","LOOKP07",1,1,1,0,NA,0,NA,50,78,NA,NA,3.93182563272433,4.36944785246702,NA,NA,0,NA,NA,NA
"tran_896","LOOK","LOOKP07",1,1,1,0,NA,0,NA,34,28,NA,NA,3.55534806148941,3.36729582998647,NA,NA,0,NA,NA,NA
"tran_894","LOOK","LOOKP07",1,1,1,0,NA,0,NA,33,18,NA,NA,3.52636052461616,2.94443897916644,NA,NA,0,NA,NA,NA
"tran_898","LOOK","LOOKP07",1,1,1,0,NA,0,NA,13,12,NA,NA,2.63905732961526,2.56494935746154,NA,NA,0,NA,NA,NA
"tran_862","LOOK","LOOKP08",1,1,1,1,1,1,NA,27,29,9,15,3.3322045101752,3.40119738166216,2.30258509299405,2.77258872223978,0,NA,0,NA
"tran_866","LOOK","LOOKP08",1,1,1,0,NA,0,NA,39,35,NA,NA,3.68887945411394,3.58351893845611,NA,NA,0,NA,NA,NA
"tran_863","LOOK","LOOKP08",1,1,1,1,1,1,NA,24,29,28,103,3.2188758248682,3.40119738166216,3.36729582998647,4.64439089914137,0,NA,1,2
"tran_865","LOOK","LOOKP08",1,1,1,0,NA,0,NA,33,34,NA,NA,3.52636052461616,3.55534806148941,NA,NA,0,NA,NA,NA
"tran_864","LOOK","LOOKP08",1,1,1,1,1,1,NA,115,132,31,252,4.75359019110636,4.89034912822175,3.46573590279973,5.53338948872752,0,NA,1,6
"tran_878","LOOK","LOOKP09",1,1,0,NA,NA,NA,NA,4,NA,NA,NA,1.6094379124341,NA,NA,NA,NA,NA,NA,NA
"tran_871","LOOK","LOOKP09",1,1,1,0,NA,0,NA,80,80,NA,NA,4.39444915467244,4.39444915467244,NA,NA,0,NA,NA,NA
"tran_869","LOOK","LOOKP09",1,1,0,NA,NA,NA,NA,3,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA
"tran_867","LOOK","LOOKP09",1,1,1,0,NA,0,NA,12,12,NA,NA,2.56494935746154,2.56494935746154,NA,NA,0,NA,NA,NA
"tran_870","LOOK","LOOKP09",1,1,0,NA,NA,NA,NA,7,NA,NA,NA,2.07944154167984,NA,NA,NA,NA,NA,NA,NA
"tran_875","LOOK","LOOKP09",1,1,0,NA,NA,NA,NA,8,NA,NA,NA,2.19722457733622,NA,NA,NA,NA,NA,NA,NA
"tran_876","LOOK","LOOKP09",1,1,0,NA,NA,NA,NA,6,NA,NA,NA,1.94591014905531,NA,NA,NA,NA,NA,NA,NA
"tran_868","LOOK","LOOKP09",1,1,1,0,NA,0,NA,13,13,NA,NA,2.63905732961526,2.63905732961526,NA,NA,0,NA,NA,NA
"tran_873","LOOK","LOOKP09",1,1,1,0,NA,0,NA,23,23,NA,NA,3.17805383034795,3.17805383034795,NA,NA,0,NA,NA,NA
"tran_877","LOOK","LOOKP09",1,1,1,0,NA,0,NA,29,29,NA,NA,3.40119738166216,3.40119738166216,NA,NA,0,NA,NA,NA
"tran_872","LOOK","LOOKP09",1,1,1,0,NA,0,NA,25,25,NA,NA,3.25809653802148,3.25809653802148,NA,NA,0,NA,NA,NA
"tran_874","LOOK","LOOKP09",1,1,1,0,NA,0,NA,50,50,NA,NA,3.93182563272433,3.93182563272433,NA,NA,0,NA,NA,NA
"tran_851","LOOK","LOOKP10",1,1,1,1,1,1,NA,25,21,22,170,3.25809653802148,3.09104245335832,3.13549421592915,5.14166355650266,0,NA,1,3
"tran_858","LOOK","LOOKP10",1,1,1,1,1,1,NA,20,16,14,45,3.04452243772342,2.83321334405622,2.70805020110221,3.8286413964891,0,NA,0,NA
"tran_857","LOOK","LOOKP10",1,1,1,1,1,1,NA,333,130,10,115,5.8111409929767,4.87519732320115,2.39789527279837,4.75359019110636,1,5,0,NA
"tran_855","LOOK","LOOKP10",1,1,1,1,1,1,NA,26,19,5,48,3.29583686600433,2.99573227355399,1.79175946922805,3.89182029811063,1,1,1,2
"tran_853","LOOK","LOOKP10",1,1,0,NA,NA,NA,NA,7,NA,NA,NA,2.07944154167984,NA,NA,NA,NA,NA,NA,NA
"tran_852","LOOK","LOOKP10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_860","LOOK","LOOKP10",1,1,1,1,1,1,NA,9,58,10,68,2.30258509299405,4.07753744390572,2.39789527279837,4.23410650459726,0,NA,1,4
"tran_854","LOOK","LOOKP10",1,1,1,0,NA,0,NA,77,61,NA,NA,4.35670882668959,4.12713438504509,NA,NA,0,NA,NA,NA
"tran_861","LOOK","LOOKP10",1,1,1,1,1,1,NA,22,39,6,49,3.13549421592915,3.68887945411394,1.94591014905531,3.91202300542815,0,NA,0,NA
"tran_850","LOOK","LOOKP10",1,1,1,1,1,1,NA,84,187,11,62,4.44265125649032,5.23644196282995,2.484906649788,4.14313472639153,0,NA,0,NA
"tran_856","LOOK","LOOKP10",1,1,1,1,1,1,NA,12,30,22,187,2.56494935746154,3.43398720448515,3.13549421592915,5.23644196282995,0,NA,1,15
"tran_859","LOOK","LOOKP10",1,1,1,1,1,1,NA,84,85,20,132,4.44265125649032,4.45434729625351,3.04452243772342,4.89034912822175,0,NA,0,NA
"tran_839","LOOK","LOOKP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_842","LOOK","LOOKP11",1,1,1,0,NA,0,NA,1,15,NA,NA,0.693147180559945,2.77258872223978,NA,NA,0,NA,NA,NA
"tran_840","LOOK","LOOKP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_838","LOOK","LOOKP11",1,1,1,0,NA,0,NA,1,6,NA,NA,0.693147180559945,1.94591014905531,NA,NA,0,NA,NA,NA
"tran_841","LOOK","LOOKP11",1,1,1,0,NA,0,NA,16,12,NA,NA,2.83321334405622,2.56494935746154,NA,NA,0,NA,NA,NA
"tran_844","LOOK","LOOKP12",1,1,1,0,NA,0,NA,7,1,NA,NA,2.07944154167984,0.693147180559945,NA,NA,0,NA,NA,NA
"tran_845","LOOK","LOOKP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_846","LOOK","LOOKP12",1,1,1,0,NA,0,NA,11,16,NA,NA,2.484906649788,2.83321334405622,NA,NA,0,NA,NA,NA
"tran_843","LOOK","LOOKP12",1,1,1,0,NA,0,NA,25,75,NA,NA,3.25809653802148,4.33073334028633,NA,NA,0,NA,NA,NA
"tran_849","LOOK","LOOKP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_848","LOOK","LOOKP12",1,1,1,0,NA,0,NA,29,40,NA,NA,3.40119738166216,3.71357206670431,NA,NA,0,NA,NA,NA
"tran_847","LOOK","LOOKP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_832","MOSBY","MOSBYP01",1,1,0,NA,NA,NA,NA,3,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA
"tran_830","MOSBY","MOSBYP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_834","MOSBY","MOSBYP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_833","MOSBY","MOSBYP01",1,1,1,0,NA,0,NA,93,111,NA,NA,4.54329478227,4.71849887129509,NA,NA,1,18,NA,NA
"tran_831","MOSBY","MOSBYP01",1,1,1,0,NA,0,NA,11,8,NA,NA,2.484906649788,2.19722457733622,NA,NA,0,NA,NA,NA
"tran_829","MOSBY","MOSBYP01",1,1,1,0,NA,0,NA,67,74,NA,NA,4.21950770517611,4.31748811353631,NA,NA,1,5,NA,NA
"tran_837","MOSBY","MOSBYP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_835","MOSBY","MOSBYP01",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_836","MOSBY","MOSBYP01",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_823","MOSBY","MOSBYP02",1,1,1,0,NA,0,NA,41,47,NA,NA,3.73766961828337,3.87120101090789,NA,NA,0,NA,NA,NA
"tran_819","MOSBY","MOSBYP02",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_828","MOSBY","MOSBYP02",1,1,1,0,NA,0,NA,6,10,NA,NA,1.94591014905531,2.39789527279837,NA,NA,0,NA,NA,NA
"tran_820","MOSBY","MOSBYP02",1,1,1,1,1,1,NA,150,212,76,330,5.01727983681492,5.36129216570943,4.34380542185368,5.80211837537706,1,7,1,13
"tran_821","MOSBY","MOSBYP02",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_822","MOSBY","MOSBYP02",1,1,0,NA,NA,NA,NA,2,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,NA,NA
"tran_824","MOSBY","MOSBYP02",1,1,0,NA,NA,NA,NA,2,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,NA,NA
"tran_825","MOSBY","MOSBYP02",0,NA,NA,NA,NA,NA,NA,5,6,NA,NA,1.79175946922805,1.94591014905531,NA,NA,NA,NA,NA,NA
"tran_826","MOSBY","MOSBYP02",1,1,1,0,NA,0,NA,14,7,NA,NA,2.70805020110221,2.07944154167984,NA,NA,0,NA,NA,NA
"tran_813","MOSBY","MOSBYP03",1,1,0,NA,NA,NA,NA,25,NA,NA,NA,3.25809653802148,NA,NA,NA,NA,NA,NA,NA
"tran_810","MOSBY","MOSBYP03",1,1,0,NA,NA,NA,NA,5,NA,NA,NA,1.79175946922805,NA,NA,NA,NA,NA,NA,NA
"tran_818","MOSBY","MOSBYP03",1,1,1,0,NA,0,NA,33,33,NA,NA,3.52636052461616,3.52636052461616,NA,NA,0,NA,NA,NA
"tran_814","MOSBY","MOSBYP03",1,1,1,0,NA,0,NA,57,71,NA,NA,4.06044301054642,4.27666611901606,NA,NA,1,6,NA,NA
