"ID","site","Uplot","surv0","surv1","surv2","surv3","surv4","surv_end15","start","size1","size2","size3","size4","size1_ln","size2_ln","size3_ln","size4_ln","pFlower2014","fec2014","pFlower2015","fec2015"
"tran_639","COAST","COASTP09",1,1,1,1,1,1,NA,93,153,180,1103,4.54329478227,5.03695260241363,5.19849703126583,7.00669522683704,1,4,1,78
"tran_641","COAST","COASTP09",1,1,1,1,1,1,NA,43,171,50,330,3.78418963391826,5.14749447681345,3.93182563272433,5.80211837537706,0,NA,1,41
"tran_638","COAST","COASTP09",1,1,1,1,1,1,NA,39,242,154.5,942,3.68887945411394,5.49306144334055,5.04664573161929,6.84906628263346,0,NA,1,198
"tran_646","COAST","COASTP09",1,1,1,0,NA,0,NA,5,68,NA,NA,1.79175946922805,4.23410650459726,NA,NA,0,NA,NA,NA
"tran_640","COAST","COASTP09",1,1,1,0,NA,0,NA,44,189,NA,NA,3.80666248977032,5.24702407216049,NA,NA,0,NA,NA,NA
"tran_645","COAST","COASTP09",1,1,1,1,1,1,NA,38,194,147,893,3.66356164612965,5.27299955856375,4.99721227376411,6.79570577517351,0,NA,1,36
"tran_644","COAST","COASTP09",1,1,1,1,1,1,NA,20,227,162,1375,3.04452243772342,5.42934562895444,5.09375020080676,7.22693601849329,0,NA,1,65
"tran_643","COAST","COASTP09",1,1,1,1,1,1,NA,5,63,7,72,1.79175946922805,4.15888308335967,2.07944154167984,4.29045944114839,0,NA,0,NA
"tran_648","COAST","COASTP09",1,1,1,1,1,1,NA,30,355,189,891,3.43398720448515,5.87493073085203,5.24702407216049,6.79346613258001,0,NA,1,90
"tran_647","COAST","COASTP09",1,1,1,1,1,1,NA,35,281,131,1097,3.58351893845611,5.64190707093811,4.88280192258637,7.00124562206948,0,NA,1,64
"tran_666","COAST","COASTP10",1,1,1,1,1,1,NA,19,57,41,153,2.99573227355399,4.06044301054642,3.73766961828337,5.03695260241363,0,NA,0,NA
"tran_663","COAST","COASTP10",1,1,1,1,1,1,NA,35,84,24,104,3.58351893845611,4.44265125649032,3.2188758248682,4.65396035015752,0,NA,1,2
"tran_661","COAST","COASTP10",1,1,1,1,1,1,NA,3,16,26,117,1.38629436111989,2.83321334405622,3.29583686600433,4.77068462446567,0,NA,1,4
"tran_658","COAST","COASTP10",1,1,1,0,NA,0,NA,29,55,NA,NA,3.40119738166216,4.02535169073515,NA,NA,0,NA,NA,NA
"tran_657","COAST","COASTP10",1,1,1,0,NA,0,NA,23,50,NA,NA,3.17805383034795,3.93182563272433,NA,NA,0,NA,NA,NA
"tran_660","COAST","COASTP10",1,1,1,0,NA,0,NA,2,5,NA,NA,1.09861228866811,1.79175946922805,NA,NA,0,NA,NA,NA
"tran_659","COAST","COASTP10",1,1,1,1,1,1,NA,49,98,145,800,3.91202300542815,4.59511985013459,4.98360662170834,6.68586094706836,0,NA,1,100
"tran_665","COAST","COASTP10",1,1,1,1,1,1,NA,41,138,77,510,3.73766961828337,4.93447393313069,4.35670882668959,6.2363695902037,0,NA,1,7
"tran_656","COAST","COASTP10",1,1,1,1,1,1,NA,6,13,11,59,1.94591014905531,2.63905732961526,2.484906649788,4.0943445622221,0,NA,0,NA
"tran_664","COAST","COASTP10",1,1,1,1,1,1,NA,34,162,169,751,3.55534806148941,5.09375020080676,5.13579843705026,6.62273632394984,0,NA,1,54
"tran_662","COAST","COASTP10",1,1,1,0,NA,0,NA,48,60,NA,NA,3.89182029811063,4.11087386417331,NA,NA,0,NA,NA,NA
"tran_609","COAST","COASTP11",1,1,1,1,1,1,NA,34,65,16,32,3.55534806148941,4.18965474202643,2.83321334405622,3.49650756146648,1,1,0,NA
"tran_610","COAST","COASTP11",1,1,1,0,NA,0,NA,7,15,NA,NA,2.07944154167984,2.77258872223978,NA,NA,0,NA,NA,NA
"tran_615","COAST","COASTP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_611","COAST","COASTP11",1,1,1,0,NA,0,NA,22,50,NA,NA,3.13549421592915,3.93182563272433,NA,NA,1,1,NA,NA
"tran_617","COAST","COASTP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_613","COAST","COASTP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_612","COAST","COASTP11",1,1,1,0,NA,0,NA,12,40,NA,NA,2.56494935746154,3.71357206670431,NA,NA,1,4,NA,NA
"tran_616","COAST","COASTP11",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_614","COAST","COASTP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_637","COAST","COASTP12",1,1,0,NA,NA,NA,NA,30,NA,NA,NA,3.43398720448515,NA,NA,NA,NA,NA,NA,NA
"tran_634","COAST","COASTP12",1,1,0,NA,NA,NA,NA,20,NA,NA,NA,3.04452243772342,NA,NA,NA,NA,NA,NA,NA
"tran_635","COAST","COASTP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_636","COAST","COASTP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_651","COAST","COASTP13",1,1,1,0,NA,0,NA,23,22,NA,NA,3.17805383034795,3.13549421592915,NA,NA,0,NA,NA,NA
"tran_654","COAST","COASTP13",1,1,1,0,NA,0,NA,31,44,NA,NA,3.46573590279973,3.80666248977032,NA,NA,0,NA,NA,NA
"tran_649","COAST","COASTP13",1,1,1,0,NA,0,NA,28,47,NA,NA,3.36729582998647,3.87120101090789,NA,NA,0,NA,NA,NA
"tran_655","COAST","COASTP13",1,1,1,0,NA,0,NA,13,39,NA,NA,2.63905732961526,3.68887945411394,NA,NA,1,1,NA,NA
"tran_650","COAST","COASTP13",1,1,1,1,1,1,NA,27,50,55,217,3.3322045101752,3.93182563272433,4.02535169073515,5.38449506278909,0,NA,1,4
"tran_652","COAST","COASTP13",1,1,1,1,1,1,NA,10,23,4,10,2.39789527279837,3.17805383034795,1.6094379124341,2.39789527279837,0,NA,0,NA
"tran_653","COAST","COASTP13",1,1,1,0,NA,0,NA,7,9,NA,NA,2.07944154167984,2.30258509299405,NA,NA,0,NA,NA,NA
"tran_628","COAST","COASTP14",1,1,1,1,1,1,NA,17,115,12,23,2.89037175789616,4.75359019110636,2.56494935746154,3.17805383034795,0,NA,0,NA
"tran_630","COAST","COASTP14",1,1,1,0,NA,0,NA,6,25,NA,NA,1.94591014905531,3.25809653802148,NA,NA,0,NA,NA,NA
"tran_627","COAST","COASTP14",1,1,1,0,NA,0,NA,1,2,NA,NA,0.693147180559945,1.09861228866811,NA,NA,0,NA,NA,NA
"tran_626","COAST","COASTP14",1,1,1,0,NA,0,NA,7,55,NA,NA,2.07944154167984,4.02535169073515,NA,NA,0,NA,NA,NA
"tran_632","COAST","COASTP14",1,1,1,0,NA,0,NA,32,100,NA,NA,3.49650756146648,4.61512051684126,NA,NA,0,NA,NA,NA
"tran_633","COAST","COASTP14",1,1,1,0,NA,0,NA,21,72,NA,NA,3.09104245335832,4.29045944114839,NA,NA,1,5,NA,NA
"tran_631","COAST","COASTP14",1,1,1,0,NA,0,NA,14,57,NA,NA,2.70805020110221,4.06044301054642,NA,NA,0,NA,NA,NA
"tran_629","COAST","COASTP14",1,1,1,0,NA,0,NA,12,63,NA,NA,2.56494935746154,4.15888308335967,NA,NA,0,NA,NA,NA
"tran_678","COAST","COASTP15",1,1,1,1,1,1,NA,91,92,11,31,4.52178857704904,4.53259949315326,2.484906649788,3.46573590279973,1,2,0,NA
"tran_682","COAST","COASTP15",1,1,1,1,1,1,NA,54,105,39,101,4.00733318523247,4.66343909411207,3.68887945411394,4.62497281328427,0,NA,0,NA
"tran_677","COAST","COASTP15",1,1,1,0,NA,0,NA,49,69,NA,NA,3.91202300542815,4.24849524204936,NA,NA,0,NA,NA,NA
"tran_679","COAST","COASTP15",1,1,1,0,NA,0,NA,34,46,NA,NA,3.55534806148941,3.85014760171006,NA,NA,0,NA,NA,NA
"tran_680","COAST","COASTP15",1,1,1,1,1,1,NA,103,106,30,111,4.64439089914137,4.67282883446191,3.43398720448515,4.71849887129509,0,NA,0,NA
"tran_681","COAST","COASTP15",1,1,1,1,1,1,NA,101,131,186,613,4.62497281328427,4.88280192258637,5.23110861685459,6.41999492814714,0,NA,0,NA
"tran_277","HUNTER","HUNTERP01",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_271","HUNTER","HUNTERP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_273","HUNTER","HUNTERP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_268","HUNTER","HUNTERP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_270","HUNTER","HUNTERP01",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_269","HUNTER","HUNTERP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_272","HUNTER","HUNTERP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_276","HUNTER","HUNTERP01",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_274","HUNTER","HUNTERP01",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_275","HUNTER","HUNTERP01",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_244","HUNTER","HUNTERP02",1,1,1,1,1,1,NA,6,15,24,154,1.94591014905531,2.77258872223978,3.2188758248682,5.04342511691925,0,NA,1,5
"tran_246","HUNTER","HUNTERP02",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_248","HUNTER","HUNTERP02",1,1,1,1,1,1,NA,204,128,67,132,5.32300997913841,4.85981240436167,4.21950770517611,4.89034912822175,1,1,1,3
"tran_253","HUNTER","HUNTERP02",1,1,0,NA,NA,NA,NA,6,NA,NA,NA,1.94591014905531,NA,NA,NA,NA,NA,NA,NA
"tran_255","HUNTER","HUNTERP02",1,1,1,0,NA,0,NA,15,80,NA,NA,2.77258872223978,4.39444915467244,NA,NA,0,NA,NA,NA
"tran_251","HUNTER","HUNTERP02",1,1,1,0,NA,0,NA,23,17,NA,NA,3.17805383034795,2.89037175789616,NA,NA,0,NA,NA,NA
"tran_243","HUNTER","HUNTERP02",1,1,1,0,NA,0,NA,5,47,NA,NA,1.79175946922805,3.87120101090789,NA,NA,0,NA,NA,NA
"tran_247","HUNTER","HUNTERP02",1,1,1,0,NA,0,NA,88,17,NA,NA,4.48863636973214,2.89037175789616,NA,NA,0,NA,NA,NA
"tran_249","HUNTER","HUNTERP02",1,1,1,0,NA,0,NA,58,95,NA,NA,4.07753744390572,4.56434819146784,NA,NA,0,NA,NA,NA
"tran_250","HUNTER","HUNTERP02",1,1,0,NA,NA,NA,NA,11,NA,NA,NA,2.484906649788,NA,NA,NA,NA,NA,NA,NA
"tran_245","HUNTER","HUNTERP02",1,1,1,0,NA,0,NA,32,283,NA,NA,3.49650756146648,5.64897423816121,NA,NA,1,2,NA,NA
"tran_252","HUNTER","HUNTERP02",1,1,1,1,1,1,NA,63,69,6,6,4.15888308335967,4.24849524204936,1.94591014905531,1.94591014905531,0,NA,0,NA
"tran_266","HUNTER","HUNTERP03",1,1,0,NA,NA,NA,NA,15,NA,NA,NA,2.77258872223978,NA,NA,NA,NA,NA,NA,NA
"tran_265","HUNTER","HUNTERP03",1,1,1,0,NA,0,NA,52,67,NA,NA,3.97029191355212,4.21950770517611,NA,NA,0,NA,NA,NA
"tran_267","HUNTER","HUNTERP03",1,1,1,0,NA,0,NA,7,53,NA,NA,2.07944154167984,3.98898404656427,NA,NA,0,NA,NA,NA
"tran_259","HUNTER","HUNTERP03",1,1,1,0,NA,0,NA,7,6,NA,NA,2.07944154167984,1.94591014905531,NA,NA,0,NA,NA,NA
"tran_256","HUNTER","HUNTERP03",1,1,1,1,1,1,NA,152,313,8,8,5.03043792139244,5.74939298590825,2.19722457733622,2.19722457733622,1,2,0,NA
"tran_257","HUNTER","HUNTERP03",1,1,1,0,NA,0,NA,35,42,NA,NA,3.58351893845611,3.76120011569356,NA,NA,0,NA,NA,NA
"tran_258","HUNTER","HUNTERP03",1,1,1,0,NA,0,NA,35,50,NA,NA,3.58351893845611,3.93182563272433,NA,NA,0,NA,NA,NA
"tran_263","HUNTER","HUNTERP03",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_262","HUNTER","HUNTERP03",1,1,1,0,NA,0,NA,6,10,NA,NA,1.94591014905531,2.39789527279837,NA,NA,0,NA,NA,NA
"tran_260","HUNTER","HUNTERP03",1,1,1,1,1,1,NA,23,26,2,3,3.17805383034795,3.29583686600433,1.09861228866811,1.38629436111989,0,NA,0,NA
"tran_264","HUNTER","HUNTERP03",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_231","HUNTER","HUNTERP04",1,1,1,0,NA,0,NA,42,20,NA,NA,3.76120011569356,3.04452243772342,NA,NA,0,NA,NA,NA
"tran_240","HUNTER","HUNTERP04",1,1,1,1,1,1,NA,131,185,3,4,4.88280192258637,5.2257466737132,1.38629436111989,1.6094379124341,0,NA,0,NA
"tran_234","HUNTER","HUNTERP04",1,1,1,1,1,1,NA,129,161,48,274,4.86753445045558,5.08759633523238,3.89182029811063,5.61677109766657,1,4,1,8
"tran_233","HUNTER","HUNTERP04",1,1,1,1,1,1,NA,32,22,4,79,3.49650756146648,3.13549421592915,1.6094379124341,4.38202663467388,0,NA,1,3
"tran_241","HUNTER","HUNTERP04",1,1,1,0,NA,0,NA,35,56,NA,NA,3.58351893845611,4.04305126783455,NA,NA,0,NA,NA,NA
"tran_237","HUNTER","HUNTERP04",1,1,1,0,NA,0,NA,66,84,NA,NA,4.20469261939097,4.44265125649032,NA,NA,1,1,NA,NA
"tran_239","HUNTER","HUNTERP04",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_230","HUNTER","HUNTERP04",1,1,1,1,1,1,NA,94,111,13,13,4.55387689160054,4.71849887129509,2.63905732961526,2.63905732961526,0,NA,0,NA
"tran_232","HUNTER","HUNTERP04",1,1,1,1,1,1,NA,135,145,27,27,4.91265488573605,4.98360662170834,3.3322045101752,3.3322045101752,1,5,0,NA
"tran_238","HUNTER","HUNTERP04",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_235","HUNTER","HUNTERP04",1,1,1,0,NA,0,NA,7,9,NA,NA,2.07944154167984,2.30258509299405,NA,NA,0,NA,NA,NA
"tran_236","HUNTER","HUNTERP04",1,1,1,0,NA,0,NA,385,541,NA,NA,5.95583736946483,6.29526600143965,NA,NA,1,52,NA,NA
"tran_184","HUNTER","HUNTERP05",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_182","HUNTER","HUNTERP05",1,1,1,0,NA,0,NA,15,7,NA,NA,2.77258872223978,2.07944154167984,NA,NA,0,NA,NA,NA
"tran_180","HUNTER","HUNTERP05",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_183","HUNTER","HUNTERP05",1,1,0,NA,NA,NA,NA,66,NA,NA,NA,4.20469261939097,NA,NA,NA,NA,2,NA,NA
"tran_188","HUNTER","HUNTERP05",1,1,0,NA,NA,NA,NA,7,NA,NA,NA,2.07944154167984,NA,NA,NA,NA,NA,NA,NA
"tran_185","HUNTER","HUNTERP05",1,1,0,NA,NA,NA,NA,56,NA,NA,NA,4.04305126783455,NA,NA,NA,NA,NA,NA,NA
"tran_187","HUNTER","HUNTERP05",1,1,0,NA,NA,NA,NA,35,NA,NA,NA,3.58351893845611,NA,NA,NA,NA,NA,NA,NA
"tran_181","HUNTER","HUNTERP05",1,1,1,0,NA,0,NA,8,9,NA,NA,2.19722457733622,2.30258509299405,NA,NA,0,NA,NA,NA
"tran_189","HUNTER","HUNTERP05",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_186","HUNTER","HUNTERP05",1,1,1,1,1,1,NA,24,38,5,7,3.2188758248682,3.66356164612965,1.79175946922805,2.07944154167984,0,NA,0,NA
"tran_296","HUNTER","HUNTERP06",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_292","HUNTER","HUNTERP06",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_293","HUNTER","HUNTERP06",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_299","HUNTER","HUNTERP06",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_294","HUNTER","HUNTERP06",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_298","HUNTER","HUNTERP06",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_291","HUNTER","HUNTERP06",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_297","HUNTER","HUNTERP06",1,1,0,NA,NA,NA,NA,21,NA,NA,NA,3.09104245335832,NA,NA,NA,NA,NA,NA,NA
"tran_295","HUNTER","HUNTERP06",1,1,0,NA,NA,NA,NA,27,NA,NA,NA,3.3322045101752,NA,NA,NA,NA,NA,NA,NA
"tran_280","HUNTER","HUNTERP07",1,1,0,NA,NA,NA,NA,17,NA,NA,NA,2.89037175789616,NA,NA,NA,NA,NA,NA,NA
"tran_287","HUNTER","HUNTERP07",1,1,0,NA,NA,NA,NA,20,NA,NA,NA,3.04452243772342,NA,NA,NA,NA,NA,NA,NA
"tran_283","HUNTER","HUNTERP07",1,1,0,NA,NA,NA,NA,15,NA,NA,NA,2.77258872223978,NA,NA,NA,NA,NA,NA,NA
"tran_288","HUNTER","HUNTERP07",1,1,0,NA,NA,NA,NA,16,NA,NA,NA,2.83321334405622,NA,NA,NA,NA,NA,NA,NA
"tran_279","HUNTER","HUNTERP07",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_285","HUNTER","HUNTERP07",1,1,0,NA,NA,NA,NA,19,NA,NA,NA,2.99573227355399,NA,NA,NA,NA,NA,NA,NA
"tran_281","HUNTER","HUNTERP07",1,1,1,0,NA,0,NA,33,38,NA,NA,3.52636052461616,3.66356164612965,NA,NA,1,2,NA,NA
"tran_284","HUNTER","HUNTERP07",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_282","HUNTER","HUNTERP07",1,1,0,NA,NA,NA,NA,7,NA,NA,NA,2.07944154167984,NA,NA,NA,NA,NA,NA,NA
"tran_289","HUNTER","HUNTERP07",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_286","HUNTER","HUNTERP07",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_144","HUNTER","HUNTERP08",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_135","HUNTER","HUNTERP08",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_140","HUNTER","HUNTERP08",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_143","HUNTER","HUNTERP08",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_142","HUNTER","HUNTERP08",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_145","HUNTER","HUNTERP08",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_134","HUNTER","HUNTERP08",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_136","HUNTER","HUNTERP08",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_139","HUNTER","HUNTERP08",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_138","HUNTER","HUNTERP08",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_141","HUNTER","HUNTERP08",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_174","HUNTER","HUNTERP09",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_178","HUNTER","HUNTERP09",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_171","HUNTER","HUNTERP09",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_168","HUNTER","HUNTERP09",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_175","HUNTER","HUNTERP09",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_169","HUNTER","HUNTERP09",1,1,0,NA,NA,NA,NA,21,NA,NA,NA,3.09104245335832,NA,NA,NA,NA,NA,NA,NA
"tran_177","HUNTER","HUNTERP09",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_172","HUNTER","HUNTERP09",1,1,0,NA,NA,NA,NA,20,NA,NA,NA,3.04452243772342,NA,NA,NA,NA,NA,NA,NA
"tran_170","HUNTER","HUNTERP09",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_179","HUNTER","HUNTERP09",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_176","HUNTER","HUNTERP09",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_165","HUNTER","HUNTERP10",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_157","HUNTER","HUNTERP10",1,1,1,0,NA,0,NA,11,9,NA,NA,2.484906649788,2.30258509299405,NA,NA,0,NA,NA,NA
"tran_158","HUNTER","HUNTERP10",1,1,1,0,NA,0,NA,23,25,NA,NA,3.17805383034795,3.25809653802148,NA,NA,0,NA,NA,NA
"tran_160","HUNTER","HUNTERP10",1,1,1,0,NA,0,NA,39,37,NA,NA,3.68887945411394,3.63758615972639,NA,NA,1,1,NA,NA
"tran_164","HUNTER","HUNTERP10",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_166","HUNTER","HUNTERP10",1,1,1,0,NA,0,NA,11,11,NA,NA,2.484906649788,2.484906649788,NA,NA,0,NA,NA,NA
"tran_162","HUNTER","HUNTERP10",1,1,1,0,NA,0,NA,4,4,NA,NA,1.6094379124341,1.6094379124341,NA,NA,0,NA,NA,NA
"tran_159","HUNTER","HUNTERP10",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_163","HUNTER","HUNTERP10",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_161","HUNTER","HUNTERP10",1,1,1,0,NA,0,NA,22,19,NA,NA,3.13549421592915,2.99573227355399,NA,NA,0,NA,NA,NA
"tran_153","HUNTER","HUNTERP11",1,1,0,NA,NA,NA,NA,6,NA,NA,NA,1.94591014905531,NA,NA,NA,NA,NA,NA,NA
"tran_151","HUNTER","HUNTERP11",1,1,0,NA,NA,NA,NA,4,NA,NA,NA,1.6094379124341,NA,NA,NA,NA,NA,NA,NA
"tran_150","HUNTER","HUNTERP11",1,1,0,NA,NA,NA,NA,69,NA,NA,NA,4.24849524204936,NA,NA,NA,NA,NA,NA,NA
"tran_156","HUNTER","HUNTERP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_149","HUNTER","HUNTERP11",1,1,1,0,NA,0,NA,8,12,NA,NA,2.19722457733622,2.56494935746154,NA,NA,0,NA,NA,NA
"tran_152","HUNTER","HUNTERP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_147","HUNTER","HUNTERP11",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_154","HUNTER","HUNTERP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_146","HUNTER","HUNTERP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_148","HUNTER","HUNTERP11",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_155","HUNTER","HUNTERP11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_128","HUNTER","HUNTERP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_129","HUNTER","HUNTERP12",1,1,1,1,1,1,NA,86,115,135,532,4.46590811865458,4.75359019110636,4.91265488573605,6.27852142416584,1,7,1,70
"tran_127","HUNTER","HUNTERP12",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_126","HUNTER","HUNTERP12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_133","HUNTER","HUNTERP12",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tran_131","HUNTER","HUNTERP12",1,1,0,NA,NA,NA,NA,26,NA,NA,NA,3.29583686600433,NA,NA,NA,NA,NA,NA,NA
"tran_130","HUNTER","HUNTERP12",1,1,0,NA,NA,NA,NA,55,NA,NA,NA,4.02535169073515,NA,NA,NA,NA,NA,NA,NA
