"site","surv.globint","surv.siteint","surv.slope","growth.globint","growth.siteint","growth.slope","growth.sd","flowering.globint","flowering.siteint","flowering.slope","fruits.globint","fruits.siteint","fruits.slope","seeds.per.fruit","establishment.prob","recruit.logSize.mean","recruit.logSize.sd"
"CALAPOOIA",-4.28431209874629,0,1.16607706140085,1.90938321976119,0,0.622049508757354,0.905419820959936,-7.7346008395476,0,2.01752001568268,-2.91360572381217,0,1.08350780924053,1163.28,0.000344905548468034,1.83398496240602,1.19309582392029
"COAST",-4.28431209874629,0.00735644037351471,1.16607706140085,1.90938321976119,0.31753508611504,0.622049508757354,0.905419820959936,-7.7346008395476,-2.5512996329429,2.01752001568268,-2.91360572381217,-0.497501350263034,1.08350780924053,1163.28,0.000344905548468034,1.83398496240602,1.19309582392029
"HUNTER",-4.28431209874629,-1.32488945448087,1.16607706140085,1.90938321976119,-1.51180744590269,0.622049508757354,0.905419820959936,-7.7346008395476,-1.06797265158361,2.01752001568268,-2.91360572381217,-0.86557227731641,1.08350780924053,1163.28,0.000344905548468034,1.83398496240602,1.19309582392029
"LOOK",-4.28431209874629,-1.92783953568469,1.16607706140085,1.90938321976119,-0.654548254197304,0.622049508757354,0.905419820959936,-7.7346008395476,-3.23283090539585,2.01752001568268,-2.91360572381217,-0.762462595651845,1.08350780924053,1163.28,0.000344905548468034,1.83398496240602,1.19309582392029
"MOSBY",-4.28431209874629,-0.909969247382826,1.16607706140085,1.90938321976119,-0.0659845043629474,0.622049508757354,0.905419820959936,-7.7346008395476,-0.597529960488585,2.01752001568268,-2.91360572381217,-0.205135038601779,1.08350780924053,1163.28,0.000344905548468034,1.83398496240602,1.19309582392029
"ROCK",-4.28431209874629,-1.01352245332769,1.16607706140085,1.90938321976119,-0.491289249708238,0.622049508757354,0.905419820959936,-7.7346008395476,-2.05980656245108,2.01752001568268,-2.91360572381217,-0.519798803582572,1.08350780924053,1163.28,0.000344905548468034,1.83398496240602,1.19309582392029
"THOMAS",-4.28431209874629,1.45462526691282,1.16607706140085,1.90938321976119,0.670762611853652,0.622049508757354,0.905419820959936,-7.7346008395476,-0.621903123969361,2.01752001568268,-2.91360572381217,0.0959483039431902,1.08350780924053,1163.28,0.000344905548468034,1.83398496240602,1.19309582392029
"WILEY",-4.28431209874629,-2.62281217561879,1.16607706140085,1.90938321976119,0.891129067590006,0.622049508757354,0.905419820959936,-7.7346008395476,0.698066184132489,2.01752001568268,-2.91360572381217,0.146441538874005,1.08350780924053,1163.28,0.000344905548468034,1.83398496240602,1.19309582392029
