"","V1","V2","V3","V4"
"1","CALAPOOIA","1.56175807246697","1.68505217717538","3.07069748000225"
"2","COAST","1.4971378313124","1.56113931948929","3.58190251087332"
"3","HUNTER","0.488353730658056","0.490649086908072","5.58254239191979"
"4","LOOK","0.335781280996285","0.335798228019103","4.029874231341"
"5","MOSBY","1.05217708368215","1.0565269260312","2.86736403548285"
"6","ROCK","0.682207484068416","0.682215472235389","7.42201521203724"
"7","THOMAS","2.0915666144637","2.18604362898948","5.17765180468486"
"8","WILEY","1.33957979733904","2.31647252283501","-25.8167575335157"
