SiteID,ID,Spp,PlotID,Region,Latitude,Longitude,Elevation,Class_10,NewPlot_10,PercFr_10,TotFr_10,TotFl_10,TotNFStLn_10,TotFlStLn_10,TotStLn_10,Class_11,NewPlot_11,PercFr_11,TotFr_11,TotFl_11,TotNFStLn_11,TotFlStLn_11,TotStLn_11,Class_12,NewPlot_12,PercFr_12,TotFr_12,TotFl_12,TotNFStLn_12,TotFlStLn_12,TotStLn_12,Surv1011,Surv1112
West Fork Mojave River,53918,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53919,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53921,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,13,NA,13,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53922,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,8,NA,8,J,F,NA,NA,NA,69,NA,69,NA,1
West Fork Mojave River,53923,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,10,NA,10,J,F,NA,NA,NA,27,NA,27,NA,1
West Fork Mojave River,53924,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,8,NA,8,J,F,NA,NA,NA,12,NA,12,NA,1
West Fork Mojave River,53925,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,18,NA,18,J,F,NA,NA,NA,12,NA,12,NA,1
West Fork Mojave River,53926,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,20,NA,20,A,F,0.5,1,2,NA,42,42,NA,1
West Fork Mojave River,53927,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53928,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,2,NA,2,A,F,1,2,2,NA,34,34,NA,1
West Fork Mojave River,53929,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,4.5,NA,4.5,J,F,NA,NA,NA,6,NA,6,NA,1
West Fork Mojave River,53930,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,20,NA,20,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53931,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.9,9,10,113,252,365,A,F,0.625,6,9.6,206.4,320.4,526.8,NA,1
West Fork Mojave River,53932,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.458333333,11,24,7,337,344,A,F,1,1,1,NA,47,47,NA,1
West Fork Mojave River,53934,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53935,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53936,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53937,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.571428571,20,35,134,285,419,A,F,0.375,3.6,9.6,220,328.8,548.8,NA,1
West Fork Mojave River,53938,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53939,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,20,NA,20,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53940,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.5,1,2,17,37,54,J,F,NA,NA,NA,59,NA,59,NA,1
West Fork Mojave River,53941,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,A,T,1,1,1,42,24,66,J,F,NA,NA,NA,26,NA,26,NA,1
West Fork Mojave River,53942,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,14,NA,14,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53943,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,8,NA,8,A,F,0.571428571,4,7,NA,67,67,NA,1
West Fork Mojave River,53944,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,10,NA,10,J,F,NA,NA,NA,6,NA,6,NA,1
West Fork Mojave River,53945,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,7,NA,7,J,F,NA,NA,NA,16,NA,16,NA,1
West Fork Mojave River,53946,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,10,NA,10,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53947,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,17,NA,17,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53948,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,33,NA,33,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53949,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,22,NA,22,J,F,NA,NA,NA,41,NA,41,NA,1
West Fork Mojave River,53950,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,A,T,0,0,0,169.6,42,211.6,J,F,NA,NA,NA,135.8,NA,135.8,NA,1
West Fork Mojave River,53952,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,27,NA,27,J,F,NA,NA,NA,20,NA,20,NA,1
West Fork Mojave River,53953,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,24,NA,24,J,F,NA,NA,NA,37,NA,37,NA,1
West Fork Mojave River,53954,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,24,NA,24,J,F,NA,NA,NA,54,NA,54,NA,1
West Fork Mojave River,53955,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,8,NA,8,A,F,1,1,1,NA,21,21,NA,1
West Fork Mojave River,53956,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53957,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,A,T,1,1,1,NA,20,20,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53958,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,30,NA,30,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53959,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,17,NA,17,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53960,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53961,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,29,NA,29,A,F,0.625,5,8,NA,86,86,NA,1
West Fork Mojave River,53962,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53963,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53964,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,14,NA,14,J,F,NA,NA,NA,19,NA,19,NA,1
West Fork Mojave River,53965,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,22,NA,22,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53966,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,44,NA,44,J,F,NA,NA,NA,25,NA,25,NA,1
West Fork Mojave River,53967,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,A,T,1,1,1,12,38,50,A,F,1,3,3,NA,56,56,NA,1
West Fork Mojave River,53968,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53969,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,25,NA,25,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53970,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,14,NA,14,J,F,NA,NA,NA,16,NA,16,NA,1
West Fork Mojave River,53971,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,17,NA,17,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53972,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,16,NA,16,A,F,1,2,2,NA,36,36,NA,1
West Fork Mojave River,53973,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,19,NA,19,J,F,NA,NA,NA,26,NA,26,NA,1
West Fork Mojave River,53975,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,8,NA,8,J,F,NA,NA,NA,24,NA,24,NA,1
West Fork Mojave River,53976,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,8.5,NA,8.5,J,F,NA,NA,NA,2,NA,2,NA,1
West Fork Mojave River,53977,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,15,NA,15,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53978,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53979,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,7,NA,7,J,F,NA,NA,NA,14,NA,14,NA,1
West Fork Mojave River,53980,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,13,NA,13,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53981,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,5,NA,5,J,F,NA,NA,NA,12,NA,12,NA,1
West Fork Mojave River,53982,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,27,NA,27,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53983,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,24,NA,24,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53984,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,18,NA,18,J,F,NA,NA,NA,48,NA,48,NA,1
West Fork Mojave River,53985,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,14,NA,14,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53986,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53987,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,NA,0
West Fork Mojave River,53988,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,5,NA,5,J,F,NA,NA,NA,26,NA,26,NA,1
West Fork Mojave River,58767,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,F,1,1,1,NA,31,31,NA,NA
West Fork Mojave River,58768,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,39,NA,39,NA,NA
West Fork Mojave River,58769,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,12,NA,12,NA,NA
West Fork Mojave River,58770,C,202,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,37,NA,37,NA,NA
West Fork Mojave River,58771,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,143,NA,143,NA,NA
West Fork Mojave River,58772,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,97,NA,97,NA,NA
West Fork Mojave River,58773,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,55,NA,55,NA,NA
West Fork Mojave River,58774,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,77,NA,77,NA,NA
West Fork Mojave River,58775,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,47,NA,47,NA,NA
West Fork Mojave River,58776,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,70,NA,70,NA,NA
West Fork Mojave River,58777,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,F,0,0,0,93,42,135,NA,NA
West Fork Mojave River,58778,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,21,NA,21,NA,NA
West Fork Mojave River,58779,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,25,NA,25,NA,NA
West Fork Mojave River,58780,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,68,NA,68,NA,NA
West Fork Mojave River,58781,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,41,NA,41,NA,NA
West Fork Mojave River,58782,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,9,NA,9,NA,NA
West Fork Mojave River,58783,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,15,NA,15,NA,NA
West Fork Mojave River,58784,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,19,NA,19,NA,NA
West Fork Mojave River,58785,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,5,NA,5,NA,NA
West Fork Mojave River,58786,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,39,NA,39,NA,NA
West Fork Mojave River,58787,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,F,0,0,1,NA,37,37,NA,NA
West Fork Mojave River,58788,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,36,NA,36,NA,NA
West Fork Mojave River,58789,C,32,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,38,NA,38,NA,NA
West Fork Mojave River,58790,C,33,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,F,0,0,3,152,73,225,NA,NA
West Fork Mojave River,58791,C,33,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,F,1,1,1,38,41,79,NA,NA
West Fork Mojave River,58792,C,33,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,19,NA,19,NA,NA
West Fork Mojave River,58793,C,271,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,12,NA,12,NA,NA
West Fork Mojave River,58794,C,271,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,1,1,1,NA,34,34,NA,NA
West Fork Mojave River,58795,C,271,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,1,10,10,NA,155,155,NA,NA
West Fork Mojave River,58796,C,271,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,45,NA,45,NA,NA
West Fork Mojave River,58797,C,271,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.25,2,8,456,289,745,NA,NA
West Fork Mojave River,58798,C,271,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,1,1,1,NA,30,30,NA,NA
West Fork Mojave River,58799,C,271,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,1,2,2,180,76,256,NA,NA
West Fork Mojave River,58800,C,271,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.888888889,8,9,171.6,216,387.6,NA,NA
West Fork Mojave River,58801,C,271,S2,34.28425,-117.37539,1087,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,1,3,3,20,1,21,NA,NA
Whitewater Canyon,13691,C,47,S2,33.99329,-116.66267,696,J,T,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13692,C,47,S2,33.99329,-116.66267,696,J,T,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13693,C,47,S2,33.99329,-116.66267,696,A,T,1,5,5,NA,21,21,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13694,C,47,S2,33.99329,-116.66267,696,J,T,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13695,C,47,S2,33.99329,-116.66267,696,A,T,1,1,1,NA,15,15,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13696,C,47,S2,33.99329,-116.66267,696,J,T,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13697,C,47,S2,33.99329,-116.66267,696,A,T,0,0,0,16,10,26,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13698,C,47,S2,33.99329,-116.66267,696,A,T,0.8125,26,32,NA,22,22,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13699,C,47,S2,33.99329,-116.66267,696,A,T,0.761904762,16,21,NA,37,37,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13700,C,47,S2,33.99329,-116.66267,696,A,T,0.8,4,5,NA,65,65,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13701,C,47,S2,33.99329,-116.66267,696,A,T,0.875,21,24,NA,25,25,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13702,C,47,S2,33.99329,-116.66267,696,J,T,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13703,C,47,S2,33.99329,-116.66267,696,A,T,1.416666667,34,24,NA,29,29,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13704,C,47,S2,33.99329,-116.66267,696,A,T,0.775757576,128,165,NA,270,270,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13705,C,47,S2,33.99329,-116.66267,696,A,T,0.863095238,145,168,2,56,58,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13706,C,47,S2,33.99329,-116.66267,696,A,T,0.678899083,74,109,NA,36,36,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13707,C,47,S2,33.99329,-116.66267,696,A,T,0.679245283,36,53,NA,36,36,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13708,C,47,S2,33.99329,-116.66267,696,J,T,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13709,C,47,S2,33.99329,-116.66267,696,J,T,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13710,C,47,S2,33.99329,-116.66267,696,A,T,0.833333333,10,12,NA,21,21,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13711,C,50,S2,33.99329,-116.66267,696,J,T,NA,NA,NA,2,NA,2,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13712,C,50,S2,33.99329,-116.66267,696,A,T,0.6875,11,16,NA,22,22,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13713,C,50,S2,33.99329,-116.66267,696,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13714,C,50,S2,33.99329,-116.66267,696,A,T,0.6,21,35,NA,19,19,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13715,C,50,S2,33.99329,-116.66267,696,A,T,0.888888889,16,18,NA,21,21,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13716,C,50,S2,33.99329,-116.66267,696,A,T,0.857142857,12,14,NA,23,23,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13717,C,50,S2,33.99329,-116.66267,696,A,T,0.5,1,2,NA,17,17,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13718,C,50,S2,33.99329,-116.66267,696,A,T,0.746621622,221,296,10,200,210,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13719,C,52,S2,33.99329,-116.66267,696,A,T,0.8,12,15,NA,25,25,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13720,C,52,S2,33.99329,-116.66267,696,A,T,0.5,1,2,NA,10,10,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Whitewater Canyon,13721,C,52,S2,33.99329,-116.66267,696,A,T,0.6,3,5,NA,12,12,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
