ID,GROUP,CODE,SITE,PLOT,SUBSTRATE,silt,sand,gravel,cobble,boulder,slab,H_silt,H_sand,H_gravel,H_cobble,H_boulder,H_slab,SUM,aspect,Densi_raw_Mean,Asp_Expo,Densi_cover,Particle_mean,Particle_even,moist_score,Vert _dist_wat,Horiz_dist_to_wat,tot_area_Seasonal,plot_slope,WatAREA__to_bankAREA,
1,1,WILD CANTON.2,WILD,CANTON,slab,0,20,5,0,0,75,#NUM!,-3.E-01,-1.E-01,#NUM!,#NUM!,-2.E-01,100,130,33,50,34.32,0.955,0.69,3.5,0.50,1.58,0.375,0.33,1,
1,1,WILD CANTON.2,WILD,CANTON,slab,0,25,15,10,0,50,#NUM!,-3.E-01,-3.E-01,-2.E-01,#NUM!,-3.E-01,100,190,35,10,36.4,0.8125,1.21,3.5,0.20,2.07,0.55,0.27,0.31,
1,1,WILD CANTON.2,WILD,CANTON,cobble,0,5,15,40,30,10,#NUM!,-1.E-01,-3.E-01,-4.E-01,-4.E-01,-2.E-01,100,90,32,90,33.28,0.9475,1.39,3,0.37,7.47,3.885,0.15,0.39,
1,1,WILD CANTON.2,WILD,CANTON,boulder,0,5,15,30,40,10,#NUM!,-1.E-01,-3.E-01,-4.E-01,-4.E-01,-2.E-01,100,83,39,97,40.56,0.9625,1.39,3,0.49,23.01,9.085,0.03,1.5,
1,1,WILD COAST.2,WILD,COAST,cobble,0,20,20,40,20,0,#NUM!,-3.E-01,-3.E-01,-4.E-01,-3.E-01,#NUM!,100,180,56,0,58.24,0.76,1.33,5,0.10,4.34,1.247,0.14,0.07,
1,1,WILD COAST.2,WILD,COAST,cobble,5,15,10,40,30,0,-1.E-01,-3.E-01,-2.E-01,-4.E-01,-4.E-01,#NUM!,100,180,19,0,19.76,0.8125,1.39,4,0.40,7.07,3.5,0.15,0.5,
1,1,WILD COAST.2,WILD,COAST,cobble,0,0,10,50,40,0,#NUM!,#NUM!,-2.E-01,-3.E-01,-4.E-01,#NUM!,100,180,32,0,33.28,1.01,0.94,2.5,0.48,2.45,0.576,0.20,1,
1,1,WILD COAST.2,WILD,COAST,cobble,0,10,15,60,15,0,#NUM!,-2.E-01,-3.E-01,-3.E-01,-3.E-01,#NUM!,100,220,46,40,47.84,0.8625,1.11,3.5,0.30,5.26,2.08,0.14,0.18,
1,1,WILD COAST.2,WILD,COAST,cobble,0,5,5,50,40,0,#NUM!,-1.E-01,-1.E-01,-3.E-01,-4.E-01,#NUM!,100,170,28,10,29.12,0.9925,1.01,3.5,0.20,11.03,4.4,0.08,0.17,
1,1,WILD COAST.2,WILD,COAST,cobble,0,5,10,75,10,0,#NUM!,-1.E-01,-2.E-01,-2.E-01,-2.E-01,#NUM!,100,210,25,30,26,0.9225,0.83,3.5,0.15,9.15,4.2315,0.10,0.04,
1,1,WILD COAST.2,WILD,COAST,cobble,0,5,10,50,45,0,#NUM!,-1.E-01,-2.E-01,-4.E-01,-4.E-01,#NUM!,110,340,58,160,60.32,1.045,1.08,3.5,0.20,3.01,0.3,0.07,1,
1,1,WILD COAST.2,WILD,COAST,cobble,0,10,30,50,10,0,#NUM!,-2.E-01,-4.E-01,-3.E-01,-2.E-01,#NUM!,100,290,49,110,50.96,0.78,1.17,3.5,0.45,7.91,1.7775,0.06,1,
1,1,WILD COAST.2,WILD,COAST,cobble,5,5,30,50,10,0,-1.E-01,-1.E-01,-4.E-01,-3.E-01,-2.E-01,#NUM!,100,30,35,150,36.4,0.7675,1.24,3.5,0.27,3.31,0.4455,0.08,1,
1,1,WILD COAST.2,WILD,COAST,cobble,0,15,35,40,10,0,#NUM!,-3.E-01,-4.E-01,-4.E-01,-2.E-01,#NUM!,100,140,61,40,63.44,0.7125,1.25,3.5,0.39,4.22,0.819,0.09,1,
1,1,WILD COAST.2,WILD,COAST,cobble,0,10,10,55,25,0,#NUM!,-2.E-01,-2.E-01,-3.E-01,-3.E-01,#NUM!,100,30,50,150,52,0.9025,1.14,3,0.44,5.15,1.7595,0.11,0.96,
1,1,WILD COAST.2,WILD,COAST,cobble,0,5,0,50,45,0,#NUM!,-1.E-01,#NUM!,-3.E-01,-4.E-01,#NUM!,100,180,65,0,67.6,1.025,0.86,5,0.05,8.91,2.0025,0.07,0.1,
1,1,WILD CALAPOOIA.2,WILD,CALAPOOIA,gravel,0,15,45,35,5,0,#NUM!,-3.E-01,-4.E-01,-4.E-01,-1.E-01,#NUM!,100,70,40,110,41.6,0.655,1.16,2.5,0.33,2.59,0.825,0.15,-0.72,
1,1,WILD CALAPOOIA.2,WILD,CALAPOOIA,sand,0,55,40,5,0,0,#NUM!,-3.E-01,-4.E-01,-1.E-01,#NUM!,#NUM!,100,100,23,80,23.92,0.3325,0.85,3,0.62,2.35,0.902,0.39,10.54,
